Problem;Rationale;category;correct;id;options
a cube is divided into 343 identical cubelets . each cut is made parallel to some surface of the cube . but before doing that , the cube is painted with green on one set of opposite faces , red on another set of opposite faces , and blue on the third set of opposite faces . how many cubelets are painted with exactly one colour ?;"""each side of the cube has 7 x 7 = 49 cubelets . only the interior cubelets are painted one colour . on each side , 5 x 5 = 25 cubelets are painted one colour . since the cube has six sides , the number of cubes with one colour is 6 * 25 = 150 the answer is b .""";geometry;b;17009;a ) 125 , b ) 150 , c ) 175 , d ) 200 , e ) 225
the size of a flat - screen television is given as the length of the screen ’ s diagonal . how many square inches greater is the screen of a square 34 - inch flat - screen television than a square 27 - inch flat - screen television ?;"""diagonal of a square = √ 2 * side of square = > side = diagonal / ( √ 2 ) area of square = s * s = ( diagonal ^ 2 ) / 2 difference of both tv ' s = ( 34 ^ 2 - 27 ^ 2 ) / 2 = 427 answer : c""";geometry;c;22825;a ) 106.75 , b ) 213.5 , c ) 427 , d ) 729 , e ) 1,156
the surface area of a sphere is 4 π r ^ 2 , where r is the radius of the sphere . if the surface area of sphere a is eight times as large as the surface area of sphere b , then the radius of sphere a is how many times the radius of sphere b ?;r 1 : radius of sphere a r 2 : radius of sphere b as per question , 4 π r 1 ^ 2 = 8 ∗ 4 π r 2 ^ 2 or r 12 = 8 ∗ r 2 ^ 2 or r 1 = 2 √ 2 r 2 . hence , b;geometry;b;42313;['a ) 2', 'b ) 2 √ 2', 'c ) 4', 'd ) 2 π', 'e ) π · √ 8']
the area of a circular field is 17.56 hectares . find the cost of fencing it at the rate of rs . 3 per metre approximately;explanation : area = ( 17.56 x 10000 ) m 2 = 175600 m 2 . π r 2 = 175600 ⇔ ( r ) 2 = ( 175600 x ( 7 / 22 ) ) ⇔ r = 236.37 m . circumference = 2 π r = ( 2 x ( 22 / 7 ) x 236.37 ) m = 1485.78 m . cost of fencing = rs . ( 1485.78 x 3 ) = rs . 4457 . answer : option a;geometry;a;23510;['a ) 4457', 'b ) 4567', 'c ) 4235', 'd ) 4547', 'e ) 4675']
the area of a circle is increased by 1500 % . by what percent has the diameter of the circle increased ?;"""the area of the circle is increased by 1500 % , thus the area is increased 16 times . the area of a circle it proportional to the square of the diameter ( area = π d ^ 2 / 4 ) , therefore the diameter must increase 4 times ( diameter increase 4 times = area increase 16 times ) , which is increase by 500 % . answer : b .""";geometry;b;29604;a ) 100 % , b ) 500 % , c ) 300 % , d ) 600 % , e ) 800 %
an order was placed for a carpet whose length and width were in the ratio of 3 : 2 . subsequently , the dimensions of the carpet were altered such that its length and width were in the ratio 1 : 1 but were was no change in its perimeter . what is the ratio of the areas of the carpets ?;"""let the length and width of one carpet be 3 x and 2 x . let the length and width of the other carpet be y and y . 2 ( 3 x + 2 x ) = 2 ( y + y ) 5 x = 2 y ( 5 / 2 ) * x = y the ratio of the areas of the carpet in both cases : = 3 x * 2 x : y * y = 6 x ^ 2 : y ^ 2 = 6 x ^ 2 : ( 25 / 4 ) * x ^ 2 = 24 : 25 the answer is e .""";geometry;e;41971;a ) 4 : 5 , b ) 9 : 10 , c ) 14 : 15 , d ) 19 : 20 , e ) 24 : 25
the edge of a cube is 7 a cm . find its surface ?;6 a 2 = 6 * 7 a * 7 a = 294 a 2 answer : e;geometry;e;40563;['a ) 24 a 8', 'b ) 24 a 4', 'c ) 24 a 1', 'd ) 24 a 2', 'e ) 294 a 2']
in measuring the sides of a rectangle , one side is taken 5 % in excess , and the other 4 % in deficit . find the error percent in the area calculated from these measurements .;"""let x and y be the sides of the rectangle . then , correct area = xy . calculated area = ( 105 / 100 ) * x * ( 96 / 100 ) * y = ( 504 / 500 ) ( xy ) error in measurement = ( 504 / 500 ) xy - xy = ( 4 / 500 ) xy error % = [ ( 4 / 500 ) xy * ( 1 / xy ) * 100 ] % = ( 4 / 5 ) % = 0.8 % . answer d 0.8 %""";geometry;d;36108;a ) 0.2 % , b ) 0.4 % , c ) 0.6 % , d ) 0.8 % , e ) 1 %
you buy a piece of land with an area of â ˆ š 100 , how long is one side of the land plot ?;"""try filling the numbers into the answer y x y = find the closest to 100 . answer c""";geometry;c;32017;a ) 28 , b ) 29 , c ) 10 , d ) 31 , e ) 32
a specialized type of sand consists of 40 % mineral x by volume and 60 % mineral y by volume . if mineral x weighs 1.5 grams per cubic centimeter and mineral y weighs 3 grams per cubic centimeter , how many grams does a cubic meter of specialized sand combination weigh ? ( 1 meter = 100 centimeters );"""let the volume be 1 m ^ 3 = 1 m * 1 m * 1 m = 100 cm * 100 cm * 100 cm = 1 , 000,000 cm ^ 3 by volume 40 % is x = 400,000 cm ^ 3 60 % is y = 600,000 cm ^ 3 by weight , in 1 cm ^ 3 , x is 1.5 gms in 400,000 cm ^ 3 , x = 1.5 * 400,000 = 600,000 grams in 1 cm ^ 3 , y is 3 gms in 600,000 cm ^ 3 , y = 3 * 600,000 = 1 , 800,000 gms total gms in 1 m ^ 3 = 600,000 + 1 , 800,000 = 2 , 400,000 answer : a""";geometry;a;18112;a ) 2 , 400,000 , b ) 2 , 800,000 , c ) 55,000 , d ) 28,000 , e ) 280
the length of a rectangle is double its width . if the length is diminished by 5 cm and the width is increased by 5 cm then its area is increased by 75 cm square . what is the length of the rectangle ?;sol . according to question ( l - 5 ) ( b + 5 ) - lb = 75 and l = 2 b so , b = 20 , l = 40 ans . ( c );geometry;c;23897;['a ) 20', 'b ) 30', 'c ) 40', 'd ) 56', 'e ) 65']
the roof of an apartment building is rectangular and its length is 5 times longer than its width . if the area of the roof is 720 feet squared , what is the difference between the length and the width of the roof ?;"""answer is e : 48 let w be the width , so length is 5 w . therefore : w * 5 w = 720 , solving for , w = 12 , so 5 w - w = 4 w = 4 * 12 = 48""";geometry;e;32906;a ) 38 . , b ) 40 . , c ) 42 . , d ) 44 . , e ) 48 .
a wooden cube whose edge length is 8 inches is composed of smaller cubes with edge lengths of one inch . the outside surface of the large cube is painted red and then it is split up into its smaller cubes . if one cube is randomly selected from the small cubes , what is the probability that the cube will have at least one red face ?;"""there are a total of 8 * 8 * 8 = 512 cubes . all the exterior cubes will have at least one face painted red . the interior is formed by 6 * 6 * 6 = 216 cubes . the number of cubes with at least one side painted red is 512 - 216 = 296 cubes the probability that a cube has at least one side painted red is 296 / 512 which is about 57.8 % the answer is d .""";geometry;d;26997;a ) 46.3 % , b ) 50.4 % , c ) 54.2 % , d ) 57.8 % , e ) 61.3 %
if the sides of a cube are in the ratio 4 : 3 . what is the ratio of their diagonals ?;"""a 1 : a 2 = 4 : 3 d 1 : d 2 = 4 : 3 answer : a""";geometry;a;26379;a ) 4 : 3 , b ) 4 : 8 , c ) 4 : 1 , d ) 4 : 2 , e ) 4 : 7
rectangular tile each of size 35 cm by 30 cm must be laid horizontally on a rectangular floor of size 1000 cm by 210 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :;area of tile = 35 * 30 = 1050 area of floor = 1000 * 210 = 210000 no of tiles = 210000 / 1050 = 200 so , the no of tile = 200 answer : c;geometry;c;17250;['a ) 600', 'b ) 400', 'c ) 200', 'd ) 500', 'e ) 100']
calculate the area of a triangle , if the sides are 13 cm , 12 cm and 5 cm , what is its area ?;the triangle with sides 13 cm , 12 cm and 5 cm is right angled , where the hypotenuse is 13 cm . area of the triangle = 1 / 2 * 12 * 5 = 30 cm 2 answer : c;geometry;c;26892;['a ) 36 cm 2', 'b ) 35 cm 2', 'c ) 30 cm 2', 'd ) 32 cm 2', 'e ) 31 cm 2']
in a rectangular coordinate system , what is the area of a triangle whose vertices have the coordinates ( 3 , 0 ) , ( 6 , 3 ) , and ( 6 , - 3 ) ?;the triangle is symmetric about the x - axis . the part above the x - axis forms a triangle with a base of 3 and a height of 3 . the area of this part is ( 1 / 2 ) ( 3 ) ( 3 ) . we can double this to find the area of the whole triangle . the total area is ( 2 ) ( 1 / 2 ) ( 3 ) ( 3 ) = 9 . the answer is a .;geometry;a;37277;['a ) 9', 'b ) 10', 'c ) 11', 'd ) 12', 'e ) 13']
three rugs have a combined area of 204 square meters . by overlapping the rugs to cover floor area of 140 square meters , the area that is covered by exactly two layers of rug is 24 square meters . what is the area that is covered with three layers of rug ?;"""total = rug 1 + rug 2 + rug 3 - { overlap of exactly 2 rugs } - 2 * { overlap of exactly 3 rugs } 140 = 204 - 24 - 2 * { overlap of exactly 2 rugs } - - > { overlap of exactly 3 rugs } = 20 . answer : b .""";geometry;b;24286;a ) 18 square meters , b ) 20 square meters , c ) 24 square meters , d ) 28 square meters , e ) 30 square meters
calculate the effect changes in dimension of a rectangle will have on its area , if length is increased by 18 % and its breadth is decreased by 16 % ?;"""let l and b be 100 each 100 * 100 = 10000 l increase by 18 % = 118 b decrease by 16 % = 84 118 * 84 = 9912 0.88 % decrease answer : b""";geometry;b;25817;a ) 5.88 % decrease , b ) 0.88 % decrease , c ) 0.88 % increase , d ) 1.88 % decrease , e ) 2.88 % decrease
a perfect square is defined as the square of an integer and a perfect cube is defined as the cube of an integer . how many positive integers n are there such that n is less than 50,000 and at the same time n is a perfect square and a perfect cube ?;if n is a perfect square and a perfect cube , then n = a ^ 6 for some integer a . the numbers are 1 ^ 6 = 1 , 2 ^ 6 = 64 , 3 ^ 6 = 729 , 4 ^ 6 = 4096 , 5 ^ 6 = 15,625 , 6 ^ = 46,656 . the answer is d .;geometry;d;35620;['a ) 3', 'b ) 4', 'c ) 5', 'd ) 6', 'e ) 7']
in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 5.5 ) , ( 8 , 0 ) , ( 0 , - 5.5 ) , ( - 8 , 0 ) ?;ares of rhombus = 1 / 2 * d 1 * d 2 length of 1 st diagonal = 8 + 8 = 16 length of 2 nd diagonal = 5.5 + 5.5 = 11 area = 1 / 2 * 16 * 11 = 88 b is the answer;geometry;b;28291;['a ) 56', 'b ) 88', 'c ) 112', 'd ) 116', 'e ) 120']
if a rectangular billboard has an area of 117 square feet and a perimeter of 44 feet , what is the length of each of the shorter sides ?;"""this question can be solved algebraically or by testing the answers . we ' re told that a rectangle has an area of 117 and a perimeter of 44 . we ' re asked for the length of one of the shorter sides of the rectangle . since the answers are all integers , and the area is 117 , the shorter side will almost certainly be less than 10 ( since 10 x 10 = 100 , but we ' re not dealing with a square ) . answer b ( 7 ) does not divide evenly into 117 , so the correct answer is let ' s test answer d : 9 if . . . the shorter side = 9 . . . the area = 117 . . . . 117 / 9 = 13 = the longer side perimeter = 9 + 9 + 13 + 13 = 44 d""";geometry;d;31879;a ) 4 , b ) 7 , c ) 8 , d ) 9 , e ) 26
if the volume of two cubes are in the ratio 125 : 1 , the ratio of their edges is :;"""explanation : let the edges be a and b of two cubes , then a 3 / b 3 = 125 / 1 = > ( a / b ) 3 = ( 5 / 1 ) 3 a / b = 5 / 1 = > a : b = 5 : 1 option b""";geometry;b;20591;a ) 3 : 1 , b ) 5 : 1 , c ) 3 : 5 , d ) 3 : 7 , e ) none of these
the area of a triangle will be when a = 1 m , b = 2 m , c = 5 m , a , b , c being lengths of respective sides ?;s = ( 1 + 2 + 5 ) / 2 = 4 answer : c;geometry;c;35814;a ) 3 , b ) 6 , c ) 4 , d ) 9 , e ) 1
the faces of a triangular prism are to be painted by 5 different colors . in how many ways can be this be done ?;if i have to paint 5 sides with 5 different colour . . . first face can have 5 c 1 options , 2 nd would have 4 c 1 , and subsequent ones would have 3 c 1 , 2 c 1 and 1 options respectively . total options = 5 c 1 x 4 c 1 x 3 c 1 x 2 c 1 x 1 = 120 distinct ways correct answer - d;geometry;d;44409;['a ) a . 720', 'b ) b . 256', 'c ) c . 1', 'd ) d . 120', 'e ) e . 36']
a cube of edge 6 cm is cut into cubes each of edge 3 cm . the ratio of the total surface area of one of the small cubes to that of the large cube is equal to :;"""sol . required ratio = 6 * 3 * 3 / 6 * 6 * 6 = 1 / 4 = 1 : 4 . answer a""";geometry;a;27997;a ) 1 : 4 , b ) 1 : 25 , c ) 1 : 52 , d ) 1 : 522 , e ) none
a rectangle has 20 meter length and 15 meter breadth . find ratio between area of rectangle and square whose side is same with rectangle ' s length .;area of rectangle = 20 * 15 = 300 area of square = 20 ^ 2 = 400 ratio of rectangle ' area and square ' s area = 300 : 400 = 3 : 4 answer : b;geometry;b;20425;['a ) 3 : 2', 'b ) 3 : 4', 'c ) 4 : 5', 'd ) 2 : 3', 'e ) 2 : 5']
square a has an area of 121 square centimeters . square b has a perimeter of 16 centimeters . if square b is placed within square a and a random point is chosen within square a , what is the probability the point is not within square b ?;"""i guess it ' s mean that square b is placed within square aentirely . since , the perimeter of b is 16 , then its side is 16 / 4 = 4 and the area is 4 ^ 2 = 16 ; empty space between the squares is 121 - 16 = 105 square centimeters , so if a random point is in this area then it wo n ' t be within square b : p = favorable / total = 105 / 121 . answer : d .""";geometry;d;18989;a ) 9 / 25 , b ) 1 / 5 , c ) 16 / 121 , d ) 105 / 121 , e ) 6 / 25
in an electric circuit , two resistors with resistances m and n are connected in parallel . in this case , if p is the combined resistance of these two resistors , then the reciprocal of p is equal to the sum of the reciprocals of m and n . what is p in terms of m and n ?;the wording is a bit confusing , though basically we are told that 1 / p = 1 / m + 1 / n , from which it follows that p = mn / ( m + n ) . answer : b;geometry;b;29710;['a ) ( n - m )', 'b ) mn / ( m + n )', 'c ) ( nm )', 'd ) ( n - m ) / ( m + n )', 'e ) none of these']
a 3 by 4 rectangle is inscribed in circle . what is the circumference of the circle ?;"""if a rectangle is inscribed in a circle , then the diagonal of the rectangle = diameter of the circle . in this case , diagonal = ( 9 + 16 ) ^ ( 1 / 2 ) = 5 hence the radius = 2.5 circumference = 2 π r = 2 π * 2.5 = 5 π correct option : c""";geometry;c;36852;a ) 2.5 π , b ) 3 π , c ) 5 π , d ) 4 π , e ) 10 π
a cube is divided into 64 identical cubelets . each cut is made parallel to some surface of the cube . but before doing that , the cube is painted with green on one set of opposite faces , red on another set of opposite faces , and blue on the third set of opposite faces . how many cubelets are painted with exactly one colour ?;"""each side of the cube has 4 x 4 = 16 cubelets . only the interior cubelets are painted one colour . on each side , 2 x 2 = 4 cubelets are painted one colour . since the cube has six sides , the number of cubes with one colour is 6 * 4 = 24 the answer is d .""";geometry;d;28967;a ) 12 , b ) 16 , c ) 20 , d ) 24 , e ) 30
the area of a triangle will be when a = 1 m , b = 2 m , c = 7 m , a , b , c being lengths of respective sides ?;s = ( 1 + 2 + 7 ) / 2 = 5 answer : c;geometry;c;39679;a ) 3 , b ) 6 , c ) 5 , d ) 9 , e ) 1
if a square mirror has a 20 - inch diagonal , what is the approximate perimeter w of the mirror , in inches ?;"""if you draw the square and diagonal inside the square . u can see square becomes part of two triangles opposite to each other . and we know the property of the triangle , addition of two sides of triangle must be greater than its diagonal in order to complete the triangle . and each side must be less than 20 and perimeter w must be less than 80 , so we can eliminate answer choice c , d and e . so side 1 + side 2 > 20 , that means side 1 or side 2 must be > 10 . so we can eliminate the answer choice a . now we are left with is b""";geometry;b;33243;a ) 40 , b ) 60 , c ) 80 , d ) 100 , e ) 120
